Name in English,Countries,ISO639-3 codes,Degree of endangerment,Number of speakers,Latitude,Longitude
Bishnupriya Manipuri Creole,"Bangladesh, India",bpy,Vulnerable,72899,24.297,92.4499
Acheron,Sudan,acz,Severely endangered,70000,10.809,30.2453
Maori,New Zealand,mri,Vulnerable,70000,-38.4105,177.3632
Tai Neua,Lao People's Democratic Republic,tdd,Vulnerable,70000,20.5166,104.3166
Bhadravahi,"India, Pakistan",bhd,Definitely endangered,66918,33.5413,76.333
Kinnauri,India,"kns, kfk, cif, tpq",Definitely endangered,65097,31.541,78.3764
Gallo-Sicilian,Italy,lmo,Definitely endangered,65000,38.0167,14.5994
Kurux (Bangladesh),Bangladesh,kru,Vulnerable,65000,25.8196,88.9672
Tz'utujil,Guatemala,"tzj, tzt",Definitely endangered,63237,14.6394,-91.2301
Chamorro,Guam (U.S.A.),cha,Vulnerable,62500,13.4323,144.7338
Ashaninka (Peru),Peru,"cjo, cni, cpb, cpc, cpu, cpy, prq",Vulnerable,62468,-10.6929,-74.3444
Chang,India,nbc,Vulnerable,62000,26.2934,94.9493
Kuna (Panama),Panama,"kvn, cuk",Vulnerable,61703,9.5983,-79.6334
Churahi,India,cdj,Definitely endangered,61199,33.1835,76.5747
Nruanghmei,India,nbu,Vulnerable,61000,24.9661,93.5375
Rengma,India,"nnl, nre",Vulnerable,61000,25.958,94.2462
Faroese,Faroe Islands,fao,Vulnerable,60000,62.0112,-6.7785
Northern Tujia,China,tji,Severely endangered,60000,28.828,109.5904
Torwali,Pakistan,trw,Definitely endangered,60000,35.5833,72.5
Chuj (Guatemala),Guatemala,"cnm, cac",Vulnerable,59048,15.8259,-91.4783
Kachari,India,xac,Definitely endangered,59000,25.2844,93.2189
Scottish Gaelic,United Kingdom of Great Britain and Northern Ireland,gla,Definitely endangered,58552,58.1011,-6.7675
Sierra de Puebla Náhuatl,Mexico,None,Definitely endangered,57189,19.6223,-97.8149
Limonese Creole,Costa Rica,None,Definitely endangered,55000,9.9916,-83.0316
Kashubian,Poland,csb,Severely endangered,53000,54.2267,18.1713
Khakas,Russian Federation,kjh,Definitely endangered,52217,53.7746,90.3735
Parji,India,pci,Critically endangered,51216,18.5629,82.8039
Arvanitika,Greece,aat,Severely endangered,50000,38.1863,23.6096
Buryat (Cis-Baikal),Russian Federation,"bxm, bxr, bxu",Severely endangered,50000,52.7961,104.8809
Buryat (Manchuria),"China, Mongolia","bxm, bxr, bxu",Definitely endangered,50000,49.8096,119.7509
Cuona Menba,"Bhutan, China, India",twm,Vulnerable,50000,26.8279,95.3623
Eastern Cham,Viet Nam,cjm,Definitely endangered,50000,10.7833,108.0833
Hmar,India,hmr,Vulnerable,50000,24.577,93.3178
Huzhu Monguor,China,mjg,Severely endangered,50000,36.7608,102.4255
Paite,India,"pck, smt",Vulnerable,50000,24.1968,93.3563
Quichua (Imbabura),Ecuador,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered,50000,0.1757,-78.2006
Soqotri,Yemen,sqt,Severely endangered,50000,12.5331,53.767
Southern Altay,Russian Federation,alt,Definitely endangered,50000,51.069,86.5942
Transylvanian Saxon,Romania,None,Severely endangered,50000,46.214,24.2413
Turoyo,"Syrian Arab Republic, Turkey",tru,Severely endangered,50000,37.405,41.3745
Võro-Seto,"Estonia, Russian Federation",est,Definitely endangered,50000,57.8096,27.29
West Greenlandic,Greenland (Kingdom of Denmark),kal,Vulnerable,50000,64.1681,-51.7236
Western Armenian (Turkey),Turkey,hye,Definitely endangered,50000,41.0213,28.9324
Zaramo,United Republic of Tanzania,zaj,Definitely endangered,50000,-6.922,39.2409
Zenatiya,Algeria,None,Critically endangered,50000,35.5702,1.8099
Papantla Totonac,Mexico,top,Definitely endangered,49748,20.4477,-97.32
Wancho,India,nnp,Vulnerable,49000,26.9759,95.4656
Bhumji,India,bij,Vulnerable,47000,21.8003,86.8139
Cosung (China),China,lkc,Definitely endangered,47000,22.6833,102.6666
Cosung (Viet Nam),Viet Nam,lkc,Definitely endangered,47000,22.6166,102.75
Baheng (China),China,pha,Vulnerable,45000,26.19,110.24
Lumun,Sudan,lmd,Definitely endangered,45000,10.8387,30.0338
Quichua (Loja),Ecuador,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Severely endangered,45000,-3.6236,-79.2388
Chamling,Nepal,rab,Definitely endangered,44093,27.0499,86.7329
Irish,"Ireland, United Kingdom of Great Britain and Northern Ireland",gle,Definitely endangered,44000,53.7876,-9.1845
Reshe,Nigeria,res,Vulnerable,44000,10.8791,4.6115
Sierra Otomí,Mexico,otm,Vulnerable,43468,20.1021,-97.622
Phuthi,Lesotho,ssw,Definitely endangered,43000,-29.3791,28.2838
Rarotongan,Cook Islands,rar,Vulnerable,43000,-21.2343,-159.7837
Khalaj,Iran (Islamic Republic of),klj,Vulnerable,42100,34.3751,50.3063
Dungan,"Kazakhstan, Kyrgyzstan",dng,Definitely endangered,41000,42.4518,78.4643
Kheza,India,nkh,Vulnerable,41000,25.6811,94.367
Jola-Kassa,Senegal,csk,Vulnerable,40850,13.1089,-15.8999
Satār,Nepal,sat,Vulnerable,40260,26.5541,87.918
Guaraní Boliviano,"Argentina, Bolivia (Plurinational State of)","gnw, gui",Vulnerable,40000,-20.1694,-63.8525
Gutob,India,gbj,Vulnerable,40000,18.7086,83.5839
Kheng,Bhutan,xkf,Vulnerable,40000,27.0786,91.0272
Laro,Sudan,lro,Definitely endangered,40000,10.7685,29.902
Minyong,India,adi,Vulnerable,40000,28.2632,95.0537
Mru,Myanmar,mro,Severely endangered,40000,21.7748,92.2741
Patani Malay,Thailand,None,Vulnerable,40000,6.6482,100.0387
"Quechua of Cajatambo, Pasco and northern Junín",Peru,"qvn, qvr, qva, qxa, qxt, qxh, qvl",Severely endangered,40000,-10.6147,-76.506
Quichua (Napo),Ecuador,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered,40000,-0.6371,-77.1459
Tangsa,India,nst,Vulnerable,40000,27.4059,96.427
Tetserret,Niger,None,Severely endangered,40000,15.4907,6.2072
Awajun,Peru,agr,Vulnerable,39000,-4.3464,-77.8271
Khiamngan,India,nky,Vulnerable,38000,26.0518,95.1031
Ngile,Sudan,jle,Severely endangered,38000,10.7901,29.8635
Phunoi,Lao People's Democratic Republic,pho,Vulnerable,37311,21.6833,102.1
Lower Mixe,Mexico,None,Vulnerable,37000,16.9616,-95.093
Maram,India,nma,Vulnerable,37000,25.185,93.9715
Western Mari,Russian Federation,mrj,Severely endangered,36822,56.3317,46.5545
Chepang,Nepal,"cdm, byh",Vulnerable,36807,27.7552,84.8144
Chontal Tabasco,Mexico,chf,Severely endangered,36514,17.7607,-92.5936
Muji,China,"ymx, ymq, ymc, ymi, ymz",Definitely endangered,36500,23.6,102.7333
Akatek (Guatemala),Guatemala,knj,Vulnerable,35763,15.5724,-91.4218
Huichol,Mexico,hch,Vulnerable,35724,22.65,-103.5833
Romansh,Switzerland,roh,Definitely endangered,35095,46.5777,9.6954
Apatani,India,apt,Vulnerable,35000,27.5228,93.8177
Galo,India,adl,Vulnerable,35000,28.1688,94.7433
Korwa,India,kfp,Vulnerable,35000,22.4922,84.1552
Shuar chicham,Ecuador,jiv,Definitely endangered,35000,-2.8826,-78.0303
Ticuna,"Brazil, Colombia, Peru",tca,Definitely endangered,35000,-4.3464,-70.0048
Wanka Quechua,Peru,"qhu, qhj, qxw, qvw",Severely endangered,35000,-12.136,-75.2453
Sikuani,"Colombia, Venezuela (Bolivarian Republic of)","guh, gob",Vulnerable,34614,3.4256,-68.8183
Jakaltek (Guatemala),Guatemala,jai,Definitely endangered,34038,15.6685,-91.7111
Liangmai,India,njn,Vulnerable,34000,25.2794,93.6694
Zeme,India,nzm,Vulnerable,34000,25.5027,93.5595
Highland Mazatec,Mexico,mau,Vulnerable,33859,18.1307,-96.8436
Thangmi,Nepal,thf,Definitely endangered,33500,27.6969,86.0057
Nocte,India,njb,Vulnerable,33000,27.1618,95.7952
Mayo,Mexico,mfy,Critically endangered,32869,26.9114,-109.6271
Lauje,Indonesia,law,Vulnerable,32000,-0.4531,119.9816
Danuwar,Nepal,dhw,Severely endangered,31849,26.9661,86.3223
Sirmaudi,India,srx,Critically endangered,31144,30.9823,77.1569
Abaza,"Russian Federation, Turkey",abq,Definitely endangered,31000,44.1556,41.9368
Koch,India,kdq,Definitely endangered,31000,25.7603,90.3955
Amis,China,ami,Vulnerable,30000,23.4456,121.4483
Biak,Indonesia,bhw,Vulnerable,30000,-0.3076,131.2207
Bumthang,Bhutan,kjz,Vulnerable,30000,27.492,90.7159
Burgenland Croatian,"Austria, Hungary, Slovakia","bos, hrv, srp",Definitely endangered,30000,47.8435,16.5179
Dzhidi,Iran (Islamic Republic of),jpr,Definitely endangered,30000,33.5139,48.0102
Judeo-Berber (Israel),Israel,jbe,Severely endangered,30000,31.6767,34.5684
Kham,Nepal,"kgj, kip",Definitely endangered,30000,28.4321,82.9635
Ladin,Italy,lld,Definitely endangered,30000,46.5531,11.8597
Lepcha,"Bhutan, India, Nepal",lep,Definitely endangered,30000,27.1153,88.4687
Maonan,China,mmd,Vulnerable,30000,24.8341,107.577
"Mok (Myanmar, Thailand)","Myanmar, Thailand",tlq,Definitely endangered,30000,21.7333,99.7666
Moro,Sudan,mor,Definitely endangered,30000,10.8872,30.1904
Mulam,China,mlm,Vulnerable,30000,24.6341,108.2895
North Saami,"Finland, Norway, Russian Federation, Sweden",sme,Definitely endangered,30000,68.9099,22.9394
Quechua of Cajamarca,Peru,"qnt, quf",Severely endangered,30000,-7.1772,-78.673
Quichua (Pastaza),Ecuador,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered,30000,-1.7575,-76.8603
Rushani,"Tajikistan, Afghanistan",sgh,Definitely endangered,30000,37.8705,71.5979
Tagin,India,None,Vulnerable,30000,28.038,94.2022
Tialo,Indonesia,txm,Vulnerable,30000,0.4888,120.8935
Tidikelt,Algeria,tia,Critically endangered,30000,26.8828,2.5488
Toba,Argentina,tob,Definitely endangered,30000,-25.958,-59.0625
Tundra Nenets,Russian Federation,yrk,Definitely endangered,30000,67.5001,67.7856
Vojvodina Rusyn,"Croatia, Serbia",None,Definitely endangered,30000,45.6351,19.1903
Wuse,China,eee,Vulnerable,30000,24.878,109.1053
Agul,Russian Federation,agx,Definitely endangered,29399,41.7518,47.6875
Rutul,"Azerbaijan, Russian Federation",rut,Definitely endangered,29383,41.5332,47.3181
Bateri,Pakistan,btv,Definitely endangered,29000,34.9073,72.8675
Mzieme,India,nme,Vulnerable,29000,25.6019,93.8891
Ghale,Nepal,"ght, ghh, ghe",Vulnerable,28989,28.2501,84.718
Sierra Popoluca,Mexico,poi,Vulnerable,28700,18.245,-94.76
Kurux (Nepal),Nepal,kru,Vulnerable,28615,26.6032,87.2259
Deori,India,der,Definitely endangered,28000,27.1911,94.1528
Soyaltepec Mazatec,Mexico,vmp,Vulnerable,27524,18.2499,-96.3995
Western Mazahua,Mexico,None,Definitely endangered,27037,19.4372,-100.3552
Sibe,China,sjo,Severely endangered,27000,43.6599,81.3427
Isthmus Náhuatl,Mexico,nhk,Vulnerable,26632,18.2209,-94.8382
Sunwar,Nepal,suz,Vulnerable,26611,27.3485,86.2337
Mancagne,Senegal,knf,Vulnerable,26450,12.7743,-15.6967
Gadaba,India,"gdb, gau",Critically endangered,26262,18.3858,82.7819
Banat Bulgarian,"Romania, Serbia",bul,Definitely endangered,25000,45.4832,20.9069
Csángó Hungarian,Romania,hun,Severely endangered,25000,46.7925,27.1911
Koda,India,cdz,Vulnerable,25000,22.1263,87.0776
Minhe Monguor,China,mjg,Definitely endangered,25000,36.4919,102.6452
Miskito (Honduras),Honduras,None,Vulnerable,25000,15.3393,-84.6034
Olonetsian,"Finland, Russian Federation",olo,Definitely endangered,25000,61.1273,32.8765
Saek,"Lao People's Democratic Republic, Thailand",skb,Definitely endangered,25000,19.3166,104.7833
Sioux,United States of America,dak,Vulnerable,25000,43.0588,-102.5244
Tamazight (Beni Iznassen),Morocco,rif,Definitely endangered,25000,34.7506,-2.1917
Tsakhur,"Azerbaijan, Russian Federation",tkr,Definitely endangered,25000,41.6523,46.9775
Warao,"Guyana, Venezuela (Bolivarian Republic of)",wba,Definitely endangered,25000,8.6027,-61.3806
Majhi,Nepal,bmj,Severely endangered,24664,27.9208,83.5082
Jone,China,cda,Definitely endangered,24000,34.5947,103.5653
Andi,Russian Federation,ani,Definitely endangered,23729,42.7308,46.2963
Guambiano,Colombia,gum,Definitely endangered,23462,2.6138,-76.3906
Anal,India,anm,Vulnerable,23000,24.1517,93.9385
Hawrami,"Iran (Islamic Republic of), Iraq","bjm, hac, sdb, sdf",Definitely endangered,23000,35.4259,46.2551
Juang,India,jun,Definitely endangered,23000,21.0742,85.6164
Tiwa,India,lax,Definitely endangered,23000,25.7801,92.5927
Embera (Panama),Panama,"emp, cmi, cto, sja, bdc, tdc, crf",Vulnerable,22485,8.1179,-77.7429
Ediamat,Guinea-Bissau,eja,Vulnerable,22025,12.2621,-16.5289
Mara,India,mrh,Definitely endangered,22000,23.5237,92.9003
Maring,India,nng,Vulnerable,22000,24.6769,94.3835
Polci cluster,Nigeria,plj,Definitely endangered,22000,9.9742,9.3328
Sarikoli,China,srh,Definitely endangered,22000,37.9463,75.1272
Krongo,Sudan,kgo,Definitely endangered,21688,10.585,29.8883
Ashtiani,Iran (Islamic Republic of),atn,Definitely endangered,21000,34.4861,51.0562
Khunsari,Iran (Islamic Republic of),kfm,Definitely endangered,21000,32.8795,51.6796
Semnani,Iran (Islamic Republic of),"lsa, sgr, smy, sqo",Definitely endangered,21000,34.8679,53.4924
Plains Cree,Canada,crk,Vulnerable,20933,56.3544,-113.8345
Higher Reservoir Mazatec,Mexico,None,Vulnerable,20665,18.158,-96.7045
Chilchotla Mazatec,Mexico,None,Vulnerable,20585,18.2934,-96.7029
"Zapotec of the Valleys, middle northwest",Mexico,None,Definitely endangered,20448,17.05,-96.6333
Aluo,China,yna,Definitely endangered,20000,25.9368,102.1839
Bangni,India,None,Vulnerable,20000,28.0331,93.0651
Bru,Thailand,brv,Definitely endangered,20000,15.3174,105.4938
Cho-ca-nga-ca-kha,Bhutan,cgk,Definitely endangered,20000,27.4107,91.2277
Crimean Tatar (Dobruja),"Bulgaria, Romania","crh, jct",Severely endangered,20000,43.9414,28.3062
Dhimal,Nepal,dhi,Severely endangered,20000,26.6192,87.4635
Griko (Salento),Italy,ell,Severely endangered,20000,40.1578,18.2208
Kaiowá Guarani,Brazil,"kgk, pta",Vulnerable,20000,-21.5812,-55.0759
Karelian (Karelia),"Finland, Russian Federation",krl,Definitely endangered,20000,63.0474,33.4616
Khoirao,India,nki,Vulnerable,20000,25.2198,94.1583
Manchad,India,lae,Vulnerable,20000,32.6578,77.5415
Mariupolitan Greek,Ukraine,ell,Severely endangered,20000,47.1364,37.5444
Padam,India,None,Vulnerable,20000,28.2463,95.3668
Pemon (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)",aoc,Vulnerable,20000,5.1347,-61.853
Tacenwit,Algeria,cnu,Vulnerable,20000,36.5703,2.2892
Tangwang,China,None,Definitely endangered,20000,35.7643,102.8979
Western Neo-Aramaic,Syrian Arab Republic,amw,Definitely endangered,20000,33.8339,36.5405
Yaghnobi,Tajikistan,yai,Definitely endangered,20000,38.5632,68.4475
Yaw,Myanmar,None,Definitely endangered,20000,21.6,94.8333
Yeyi,Botswana,yey,Definitely endangered,20000,-19.4562,23.2031
Boro,None,bwo,Definitely endangered,19878,10.3581,35.0024
Sorbian,Germany,"dsb, hsb",Definitely endangered,19500,51.5001,14.4744
Biete,India,biu,Definitely endangered,19000,25.6514,93.2409
Hrangkhol,India,hra,Vulnerable,19000,24.1467,92.3071
Terena,Brazil,ter,Severely endangered,19000,-20.2841,-55.4638
Kati,"Pakistan, Afghanistan","bsh, xvi",Definitely endangered,18700,35.3845,71.3177
Kulung,Nepal,kle,Vulnerable,18686,27.518,86.9375
Kaingang,Brazil,kgp,Definitely endangered,18500,-28.1495,-52.4707
Lowland Mazatec,Mexico,maj,Vulnerable,18389,18.0801,-96.5236
Vafsi,Iran (Islamic Republic of),vaf,Definitely endangered,18000,34.0867,49.8861
Bassari,Senegal,bsc,Vulnerable,17910,12.4419,-12.6617
Bayot,Senegal,bda,Vulnerable,17150,12.4218,-16.4149
Pochuri,India,npo,Vulnerable,17000,25.6712,94.779
Tamahaq (Libya),Libyan Arab Jamahiriya,thv,Definitely endangered,17000,24.9611,10.1733
Swampy Cree,Canada,csw,Vulnerable,16685,53.9849,-97.7626
Koraga,India,kfd,Critically endangered,16665,11.6952,75.6738
Oyda,Ethiopia,oyd,Vulnerable,16597,5.9438,36.6503
Pangvali,India,pgg,Critically endangered,16285,33.4589,76.9152
Shipibo-Conibo,Peru,shp,Definitely endangered,16085,-8.4289,-74.6411
Amba,Uganda,rwm,Vulnerable,16000,0.6737,30.198
Tsez,Russian Federation,ddo,Definitely endangered,15356,42.2376,45.8734
Bonan,China,peh,Definitely endangered,15000,36.089,102.843
Chrau,Viet Nam,crw,Definitely endangered,15000,10.5634,107.1496
Dari,Iran (Islamic Republic of),gbz,Definitely endangered,15000,31.8402,54.1625
Dzala,Bhutan,dzl,Vulnerable,15000,27.7078,91.3623
Ersu,China,ers,Definitely endangered,15000,28.7778,102.1277
Gangte,India,gnb,Definitely endangered,15000,24.1968,93.587
Gurdu-Mbaaru,Nigeria,grd,Severely endangered,15000,9.7415,10.4534
Ha-lung Tibetan,Nepal,ola,Definitely endangered,15000,27.6831,87.8256
Hlersu,China,hle,Vulnerable,15000,24.3789,102.046
Juk,Lao People's Democratic Republic,None,Definitely endangered,15000,15.3333,106.85
Kwama,Ethiopia,kmq,Vulnerable,15000,9.5465,34.2059
Laemae,China,None,Severely endangered,15000,26.4179,98.7758
Lavua,Thailand,lcp,Definitely endangered,15000,18.4483,98.1848
Macushi (Brazil),Brazil,mbc,Vulnerable,15000,3.7765,-61.1279
Nahali,India,nlx,Definitely endangered,15000,21.4735,74.0258
Naluo,China,ylo,Vulnerable,15000,26.5895,100.8506
Nyoe,Thailand,None,Definitely endangered,15000,14.9102,104.6049
O'odham (Akimel),United States of America,ood,Definitely endangered,15000,33.059,-112.0479
O'odham (Tohono),United States of America,ood,Definitely endangered,15000,31.9186,-111.8798
Paiwan,China,pwn,Vulnerable,15000,22.4313,120.7809
Rao,China,tct,Definitely endangered,15000,25.871,107.0476
Semai,Malaysia,sca,Severely endangered,15000,4.3039,101.445
Shatt,Sudan,shj,Severely endangered,15000,10.8117,29.7235
Siwi,Egypt,siz,Definitely endangered,15000,29.1905,25.5322
Tagargrent,Algeria,oua,Severely endangered,15000,30.9587,4.0209
Tayurayt,Algeria,None,Vulnerable,15000,36.5648,1.9061
Totoli,Indonesia,txe,Vulnerable,15000,0.8953,120.2838
Aruaco,Colombia,arh,Vulnerable,14799,10.0986,-73.5424
Yakkha,Nepal,ybh,Critically endangered,14648,27.1908,87.3358
Kuruba,India,kfi,Critically endangered,14613,11.4369,76.3549
Tuamotuan,French Polynesia (France),pmt,Definitely endangered,14400,-14.9354,-147.7455
Katla,Sudan,kcr,Definitely endangered,14208,11.7329,29.3939
Garífuna (Belize),Belize,cab,Vulnerable,14061,17.1833,-88.5833
Thulung,Nepal,tdh,Definitely endangered,14034,27.4534,86.6423
Bawm,"Bangladesh, India",bgr,Definitely endangered,14000,22.1874,92.6477
Guajajara,Brazil,gub,Vulnerable,14000,-4.8282,-46.8017
Niuean,Niue,niu,Definitely endangered,14000,-19.0491,-169.8706
Uhunduni,Indonesia,uhn,Vulnerable,14000,-4.2054,137.031
Gusilay,Senegal,gsl,Vulnerable,13950,12.7019,-16.4382
Xavante,Brazil,xav,Vulnerable,13303,-14.4832,-53.5305
Dondo,Indonesia,dok,Vulnerable,13000,0.747,120.4266
Khampti,India,None,Vulnerable,13000,27.8827,96.5093
Nalu,Guinea,naj,Definitely endangered,13000,10.9523,-14.7629
Tagoi,Sudan,tag,Severely endangered,13000,10.8252,30.1657
Karko,Sudan,kko,Definitely endangered,12986,11.964,29.4186
San Mateo del Mar Huave,Mexico,huv,Vulnerable,12667,16.2,-94.9833
Q'eqchi' (Belize),Belize,kek,Vulnerable,12366,16.8107,-88.3999
Kadaru,Sudan,kdu,Definitely endangered,12360,12.1789,30.2398
Mazatlán Mazatec,Mexico,vmz,Vulnerable,12340,18.033,-96.8999
Badiaranke,Guinea,pbp,Severely endangered,12205,12.4043,-13.5736
Alune,Indonesia,alp,Vulnerable,12000,-3.0637,128.3752
Bangani,India,gbm,Critically endangered,12000,29.8692,79.0686
Chamalal,Russian Federation,cji,Definitely endangered,12000,42.5712,46.0739
Chru,Viet Nam,cje,Vulnerable,12000,11.4666,109.05
Hill Miri,India,mrg,Definitely endangered,12000,27.7078,94.0374
Jinuo,China,"jiy, jiu",Definitely endangered,12000,21.4758,101.3111
Muya,China,mvm,Vulnerable,12000,30.2593,101.7497
Samei,China,smh,Severely endangered,12000,25.0756,103.0133
Tajio,Indonesia,tdj,Vulnerable,12000,-0.0954,120.0173
Tobada',Indonesia,tdj,Extinct,12000,-2.019,119.4708
Yurt Tatar,Russian Federation,None,Definitely endangered,12000,46.3943,48.3288
Yaqui (Mexico),Mexico,yaq,Vulnerable,11806,27.6436,-110.296
Ch'orti' (Guatemala),Guatemala,caa,Definitely endangered,11734,14.968,-89.2905
Filomeno Mata Totonac,Mexico,tlp,Vulnerable,11710,20.198,-97.7022
Northern Totonac,Mexico,None,Critically endangered,11529,20.2741,-97.955
Komo,"Ethiopia, Sudan",xom,Definitely endangered,11500,9.0804,34.0905
Tuwuli,Ghana,bov,Vulnerable,11400,7.0572,0.3845
Poqomam,Guatemala,None,Definitely endangered,11273,14.6455,-89.7274
Idu,"China, India",clk,Definitely endangered,11101,28.6496,95.8419
Kari'ña (Venezuela),Venezuela (Bolivarian Republic of),"car, ciy",Severely endangered,11000,8.4941,-64.0942
Machiguenga,Peru,mcb,Definitely endangered,11000,-11.8888,-72.9052
Piaroa (Venezuela),Venezuela (Bolivarian Republic of),pid,Vulnerable,11000,4.5435,-66.7089
Tuvaluan,Tuvalu,tvl,Definitely endangered,11000,-8.5049,179.187
Waunana (Colombia),Colombia,noa,Vulnerable,11000,4.2806,-77.0581
Noon,Senegal,snf,Vulnerable,10925,14.8173,-16.5234
Sampang,Nepal,rav,Vulnerable,10810,27.257,86.9444
Central Alaskan Yupik (2),United States of America,esu,Vulnerable,10400,61.4387,-160.4882
Central Alaskan Yupik (Nuniak Island),United States of America,esu,Vulnerable,10400,59.8889,-166.289
Bukiyip,Papua New Guinea,ape,Vulnerable,10304,-3.4256,143.0886
Saparua,Indonesia,spr,Definitely endangered,10216,-3.5757,128.6464
Darai,Nepal,dry,Severely endangered,10210,27.9264,84.331
Bandial,Senegal,bqj,Vulnerable,10125,12.5317,-16.1553
Bongo,Sudan,bot,Definitely endangered,10084,6.1405,31.7999
Northwestern Tarahumara,Mexico,"tac, thh",Vulnerable,10031,27.9169,-107.0552
Algherese Catalan,Italy,cat,Definitely endangered,10000,40.5638,8.3276
Aragonese,Spain,arg,Definitely endangered,10000,42.2935,-0.4394
Baima,China,bqh,Vulnerable,10000,33.1531,103.8696
Bukharic,Uzbekistan,bhh,Definitely endangered,10000,39.8043,64.4224
Bunun,China,bnn,Vulnerable,10000,23.3624,121.1077
Burunge,United Republic of Tanzania,bds,Vulnerable,10000,-4.7297,35.7769
Chayahuita,Peru,cbt,Definitely endangered,10000,-5.3425,-76.6955
Cherokee (Oklahoma),United States of America,chr,Definitely endangered,10000,36.7544,-98.3569
Dalecarlian,Sweden,swe,Definitely endangered,10000,61.2385,14.0295
"Huitoto (Colombia, Peru)","Colombia, Peru","hto, huu, hux",Definitely endangered,10000,-3.0308,-71.8066
Hulaula (Israel),Israel,huy,Severely endangered,10000,32.2128,34.9118
Karang,Chad,kth,Vulnerable,10000,8.3093,15.3588
Karelian (Tver),Russian Federation,krl,Definitely endangered,10000,58.1533,36.101
Karone,Senegal,krx,Vulnerable,10000,12.7769,-16.7733
Kryz,Azerbaijan,kry,Severely endangered,10000,41.1455,48.164
"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)",kpc,Definitely endangered,10000,2.3723,-67.5659
Kurtöp,Bhutan,xkz,Vulnerable,10000,27.7127,90.9667
Lamgang,India,lmk,Critically endangered,10000,24.2569,94.0759
